,,,,,,,,,"Додаток  2",,,,,,,,,,
"070302","Загальноосвітні школи-інтернати для дітей-сиріт та дітей, які залишилися без піклування батьків ","8,973,000.00","3,953,800.00","939,100.00","210,000.00","8,000.00",,,"202,000.00","202,000.00","202,000.00","9,183,000.00",,"9,183,000.0",,,,,
70303,"Дитячі будинки ( в т.ч. сімейного типу, прийомні сім'ї)",,,,0.0,,,,,,,0.0,,0.0,,,,,
"070304","Спеціальні загальноосвітні школи-інтернати, школи та інші заклади освіти для дітей з вадами у фізичному чи розумовому розвитку","135,489,300.00","74,502,400.00","8,646,400.00","1,943,400.00","56,900.00",,"2,300.00","1,886,500.00","1,886,500.00","1,886,500.00","137,432,700.00",,"137,432,700.0",,,,,
"070307","Загальноосвітні спеціалізовані школи-інтернати з поглибленим вивченням окремих предметів і курсів для поглибленої підготовки дітей в галузі науки і мистецтв, фізичної культури і спорту, інших галузях, ліцеї з посиленою військово-фізичною підготовкою","18,887,800.00","7,721,100.00","1,464,100.00","348,000.00",,,,"348,000.00","348,000.00","348,000.00","19,235,800.00",,"19,235,800.0",,,,,
"070401","Позашкільні заклади освіти, заходи із позашкільної роботи з дітьми","9,903,400.00","5,386,100.00","422,100.00","918,500.00","665,100.00","326,800.00","29,900.00","253,400.00","246,000.00","246,000.00","10,821,900.00",,"10,821,900.0",,,,,
"070501","Професійно-технічні заклади освіти","411,085,500.00","190,582,800.00","34,120,000.00","32,280,000.00","20,000,000.00","4,310,000.00","1,300,000.00","12,280,000.00","10,780,000.00","10,780,000.00","443,365,500.00",,"443,365,500.0",,,,,
70502,"Професійно-технічні училища соціальної реабілітації",,,,0.0,,,,,,,0.0,,0.0,,,,,
"070601","Вищі заклади освіти I та II рівнів акредитації","151,778,830.00",,,"12,388,700.00","11,402,100.00",,,"986,600.00","490,000.00","490,000.00","164,167,530.00",,"164,167,530.0",,,,,
70602,"Вищі заклади освіти III та IУ рівнів акредитації",,,,0.0,,,,,,,0.0,,0.0,,,,,
"070701","Заклади післядипломної освіти III-IV рівнів акредитації (академії, інститути, центри підвищення кваліфікації, перепідготовки, вдосконалення)","7,860,700.00",,,"210,000.00","150,000.00",,,"60,000.00","60,000.00","60,000.00","8,070,700.00",,"8,070,700.0",,,,,
"070702","Інші заклади і заходи післядипломної освіти","3,670,254.00",,,"500,000.00","470,000.00",,,"30,000.00",,,"4,170,254.00",,"4,170,254.0",,,,,
70801,"Придбання підручників",,,,0.0,,,,,,,0.0,,0.0,,,,,
"070802","Методична робота, інші заходи у сфері народної освіти","486,200.00","288,000.00","10,600.00","451,900.00","398,900.00","156,800.00","2,900.00","53,000.00","32,000.00","32,000.00","938,100.00",,"938,100.0",,,,,
"070803","Служби технічного нагляду за будівництвом і капітальним ремонтом","724,400.00","407,000.00","10,300.00","21,000.00",,,,"21,000.00","21,000.00","21,000.00","745,400.00",,"745,400.0",,,,,
"070804","Централізовані бухгалтерії обласних, міських, районних відділів освіти","2,493,500.00","1,498,700.00","110,500.00","80,500.00",,,,"80,500.00","80,500.00","80,500.00","2,574,000.00",,"2,574,000.0",,,,,
70805,"Гоупи централізованого господарського обслуговування",,,,0.0,,,,,,,0.0,,0.0,,,,,
"070806","Інші заклади освіти","1,725,600.00","944,600.00","123,600.00","153,500.00","148,500.00","101,000.00","4,900.00","5,000.00","5,000.00","5,000.00","1,879,100.00",,"1,879,100.0",,,,,
"070807","Інші освітні програми",,,,0.00,,,,,0.00,0.00,0.00,,0.0,,,,,
70808,"Допомога дітям-сиротам та дітям, позбавленим батьківського піклування, яким виповнюється 18 років",,,,0.0,,,,,,,0.0,,0.0,,,,,
70809,"Здійснення виплат, визначених Законом України ""Про реструктуризацію заборгованості з виплат, передбачених ст.57 Закону України ""Про освіту"" педагогічним, науково-педагогічним та іншим категоріям працівників навчальних закладів",,,,0.0,,,,,,,0.0,,0.0,,,,,
70810,"Виплата державної соціальної допомоги на дітей-сиріт та дітей, позбавлених батьківського піклування, які перебувають під опікою (піклуванням) або у відповідних закладах у рамках експеременту у Київській області, за принципом ""гроші ходять за дитиною"" ",,,,0.0,,,,,,,0.0,,0.0,,,,,
"080000","Охорона здоров'я","1,068,462,500.00","540,607,000.00","69,671,100.00","16,061,400.00","7,103,000.00","1,465,500.00","198,100.00","8,958,400.00","7,260,000.00","7,260,000.00","1,084,523,900.00",,"1,084,523,900.0",,,,,
,"з них на:",,,,0.0,,,,,,,0.0,,,,,,,
,"видатки з енергозбереження",,,,0.0,,,,,,,0.0,,,,,,,
,"погашення кредиторської заборгованості за 2009 рік",,,,0.0,,,,,,,0.0,,0.0,,,,,
,"з них на посилення захисту багатодітних сімей",,,,0.0,,,,,,,0.0,,0.0,,,,,
,"з них:",,,,,,,,,,,0.00,,,,,,,
,"видатки за рахунок коштів субвенції з державного бюджету місцевим бюджетам на придбання медикаментів для забезпечення швидкої медичної допомоги",,,,,,,,,,,0.00,,,,,,,
,"видатки за рахунок коштів субвенції з державного бюджету місцевим бюджетам придбання витратних матеріалів для закладів охорони здоров""я та лікарських засобів для інгаляційної анестезії",,,,,,,,,,,0.00,,,,,,,
,"видатки за рахунок коштів субвенції з державного бюджету місцевим бюджетам  часткове відшкодування вартості лікарських засобів для лікування осіб з гіпертонічною хворобою",,,,,,,,,,,0.00,,,,,,,
"080101","Лікарні","180,049,800.00","82,335,000.00","14,870,800.00","1,612,100.00","877,100.00","58,400.00","4,500.00","735,000.00","650,000.00","650,000.00","181,661,900.00",,"181,661,900.0",,,,,
80102,"Територіальні медичні об'єднання",,,,0.0,,,,,,,0.0,,0.0,,,,,
"080201","Спеціалізовані лікарні та інші спеціалізовані заклади (центри, диспансери, госпіталі для інвалідів ВВВ, лепрозорії, медико-санітарні части тощо, що мають ліжкову мережу)","513,127,700.00","266,625,700.00","44,049,600.00","6,254,400.00","4,353,400.00","1,171,700.00","181,500.00","1,901,000.00","1,350,000.00","1,350,000.00","519,382,100.00",,"519,382,100.0",,,,,
80202,"Клініки науково-дослідних інститутів",,,,0.0,,,,,,,0.0,,0.0,,,,,
"080203","Перинатальні центри, пологові будинки","10,718,600.0","7,663,200.0","260,000.0","69,200.0","67,200.0",,,"2,000.0",,,"10,787,800.0",,"10,787,800.0",,,,,
"080204","Санаторії для хворих туберкульозом","21,528,300.00","12,039,200.00","2,325,000.00","2,800.00","2,800.00",,,,,,"21,531,100.00",,"21,531,100.0",,,,,
"080205","Санаторії для дітей та підлітків (нетуберкульозні)","1,601,400.00","956,500.00","84,500.00",0.00,,,,,,,"1,601,400.00",,"1,601,400.0",,,,,
80206,"Санаторії медичної реабілітації",,,,0.0,,,,,,,0.0,,0.0,,,,,
"080207","Будинки дитини","16,887,500.00","10,596,400.00","1,351,600.00",0.00,,,,,,,"16,887,500.00",,"16,887,500.0",,,,,
"080208","Станції переливання крові","12,951,900.00","7,461,200.00","1,303,600.00","2,031,000.00","1,131,000.00","175,000.00",,"900,000.00",,,"14,982,900.00",,"14,982,900.0",,,,,
"080209","Центри екстреної медичної допомоги та медицини катастроф, станції екстреної (швидкої) медичної допомоги","166,508,000.0","105,827,800.0","1,857,800.0","70,000.0","52,000.0",,,"18,000.0",,,"166,578,000.0",,"166,578,000.0",,,,,
80300,"Поліклініки і амбулаторії (крім спеціалізованих поліклінік та загальних і спеціалізованих стоматологічних поліклінік)",,,,0.0,,,,,,,0.0,,0.0,,,,,
"080400","Спеціалізовані поліклініки (в т.ч. диспансери, медико-санітарні частини, пересувні консультативні діагностичні центри тощо, які не мають ліжкового фонду)","29,932,500.00","17,824,400.00","1,773,300.00","367,500.00","170,100.00","60,400.00","6,000.00","197,400.00","75,000.00","75,000.00","30,300,000.00",,"30,300,000.0",,,,,
80500,"Загальні і спеціалізовані стоматологічні поліклініки",,,,0.00,,,,,,,0.00,,0.0,,,,,
80600,"Фельдшерсько-акушерські пункти",,,,0.0,,,,,,,0.0,,0.0,,,,,
80703,"Заходи боротьби з епідеміями",,,,0.0,,,,,,,0.0,,0.0,,,,,
"080704","Центри здоров'я і заходи у сфері санітарної освіти","805,800.00","505,000.00","27,800.00",0.00,,,,,,,"805,800.00",,"805,800.0",,,,,
"081001","Медико-соціальні експертні комісії","9,250,800.00","5,862,500.00","287,000.00",0.00,,,,,,,"9,250,800.00",,"9,250,800.0",,,,,
"081002","Інші заходи по охороні здоров'я (обласне патологоанатомічне бюро, обласна судово-медична експертиза та обласна база спецмедпостачання, централізовані видатки)","76,397,500.00","22,422,100.00","1,454,900.00","5,654,400.00","449,400.00",,"6,100.00","5,205,000.00","5,185,000.00","5,185,000.00","82,051,900.00",,"82,051,900.0",,,,,
,"з них:",,,,,,,,,,,,,,,,,,
,"видатки за рахунок коштів субвенції з державного бюджету місцевим бюджетам на придбання медикаментів для забезпечення швидкої медичної допомоги",,,,,,,,,,,0.00,,,,,,,
,"видатки за рахунок коштів субвенції з державного бюджету місцевим бюджетам придбання витратних матеріалів для закладів охорони здоров""я та лікарських засобів для інгаляційної анестезії",,,,,,,,,,,0.00,,,,,,,
,"видатки за рахунок коштів субвенції з державного бюджету місцевим бюджетам  часткове відшкодування вартості лікарських засобів для лікування осіб з гіпертонічною хворобою",,,,,,,,,,,0.00,,,,,,,
"081003","Служби технічного нагляду за будівництвом та капітальним ремонтом, централізовані бухгалтерії, групи централізованого господарського обслуговування","785,000.00","488,000.00","25,200.00",0.00,,,,,,,"785,000.00",,"785,000.0",,,,,
81004,"Централізовані бухгалтерії ",,,,0.0,,,,,,,0.0,,0.0,,,,,
81005,"Групи централізованого господарського обслуговування",,,,0.0,,,,,,,0.0,,0.0,,,,,
81006,"Програми і централізовані заходи з імунопрофілактики",,,,0.0,,,,,,,0.0,,0.0,,,,,
81007,"Програми і централізовані заходи боротьби з туберкульозом",,,,0.0,,,,,,,0.0,,0.0,,,,,
81008,"Програми і централізовані заходи профілактики СНІДу",,,,0.0,,,,,,,0.0,,0.0,,,,,
"081009","Забезпечення централізованих заходів з лікування хворих на цукровий та нецукровий діабет","27,917,700.00",,,0.00,,,,,,,"27,917,700.00",,"27,917,700.0",,,,,
81010,"Централізовані заходи з лікування онкологічних хворих",,,,0.0,,,,,,,0.0,,0.0,,,,,
81011,"Здійснення виплат, визначених Законом України ""Про реструктуризацію заборгованості з виплат, передбачених ст.57 Закону України ""Про освіту"" педагогічним, науково-педагогічним та іншим категоріям працівників навчальних закладів",,,,0.0,,,,,,,0.0,,0.0,,,,,
"090000","Соціальний  захист  та соціальне забезпечення","112,951,300.00","40,020,100.00","10,028,800.00","23,732,000.00","21,350,000.00",0.00,"68,000.00","2,382,000.00","1,280,000.00","1,280,000.00","136,683,300.00",136683300,"136,683,300.0",1,,,,
,"з них  на:",,,,0.0,,,,,,,0.0,,,,,,,
,"видатки з енергозбереження",,,,0.0,,,,,,,0.0,,,,,,,
,"погашення кредиторської заборгованості за 2009 рік",,,,,,,,,,,0.0,,,,,,,
90200,"Пільги   ветеранам   війни   і праці",,,,0.0,,,,,,,0.0,,0.0,,,,,
"090212","Пільги на медичне обслуговування громадянам, які постраждали внаслідок Чорнобильської катастрофи","1,108,000.00",,,0.00,,,,,,,"1,108,000.00",,"1,108,000.0",,,,,
,"Програми соціального захисту інвалідів",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
90213,"Оздоровлення громадян, які постраждали внаслідок Чорнобильської катастрофи",,,,0.0,,,,,,,0.0,,0.0,,,,,
90301,"Допомога малозабезпеченим сім'ям з дітьми та державна соціальна                допомога інвалідам   з   дитинства   та дітям-інвалідам",,,,0.0,,,,,,,0.0,,0.0,,,,,
90302,"Допомога     у      зв'язку      з вагітністю та пологами",,,,0.0,,,,,,,0.0,0,0.0,,,,,
90303,"Допомога    по    догляду    за дитиною  віком до  3  років незастрахованим матерям",,,,0.0,,,,,,,0.0,,0.0,,,,,
90304,"Одноразова   допомога   при народженні дитини",,,,0.0,,,,,,,0.0,,0.0,,,,,
90401,"Державна  соціальна допомога малозабезпеченим сім'ям",,,,0.0,,,,,,,0.0,,0.0,,,,,
"090403","Виплата  компенсації реабілітованим","10,600.00",,,0.0,,,,,,,"10,600.00",10600,"10,600.0",,,,,
90405,"Додаткові                 виплати населенню     на     покриття витрат по оплаті                     житлово-комунальних послуг",,,,0.0,,,,,,,0.0,0,0.0,,,,,
90411,"Кошти     на     забезпечення побутовим               вугіллям окремих                 категорій населення",,,,0.0,,,,,,,0.0,0,0.0,,,,,
"090412","Інші видатки на соціальний захист населення","14,405,000.00",,,0.00,,,,,,,"14,405,000.00",14405000,"14,405,000.0",,,,,
,"у тому числі на:",,,,0.00,,,,,,,0.00,0,,,,,,
,"реалізацію Комплексної програми соціальної підтримки окремих категорій громадян Львівської області на 2014-2017 роки в частині дофінансування на конкурсних засадах мікропроектів, які фінансуються з різних джерел, щодо покращення якості життя соціально незахищених груп населення області","290,000.00",,,,,,,,,,"290,000.00",,,,,,,
,"реалізацію Комплексної програми соціальної підтримки окремих категорій громадян Львівської області на 2014-2017 роки в частині виплати адресної грошової допомоги ветеранам УПА, вдовам (вдівцям) політв""язнів та вдовам (вдівцям) ветеранів УПА","1,000,000.00",,,0.00,,,,,,,"1,000,000.00",1000000,,1,,,,
,"реалізацію Комплексної програми соціальної підтримки окремих категорій громадян Львівської області на 2014-2017 роки в частині відшкодування витрат на поховання учасників національно-визвольних змагань","65,000.00",,,,,,,,,,"65,000.00",,,,,,,
,"реалізацію Програми виплати одноразової адресної  допомоги малозабезпеченим громадянам області за розпорядженнями голови обласної ради","10,000,000.00",,,,,,,,,,"10,000,000.00",,,,,,,
,"реалізацію Комплексної програми соціальної підтримки окремих категорій громадян Львівської області на 2014-2017 роки в частині надання одноразової адресної допомоги малозабезпеченим громадянам області за їх зверненням до голови облдержадміністрації","500,000.00",,,,,,,,,,"500,000.00",,,,,,,
,"реалізацію Програми надання одноразової адресної допомоги найбільш незахищеним категоріям громадян - реабілітованим за ст. 3 Закону України ""Про реабілітацію жертв політичних репресій на Україні"" та потерпілим від політичних репресій ","2,550,000.00",,,,,,,,,,"2,550,000.00",,,,,,,
90412,"Інші видатки на  соціальний захист населення",,,,0.0,,,,,,,0.0,0,0.0,,,,,
,"реалізацію обласних програм",,,,0.0,,,,,,,0.0,0,0.0,,,,,
"090413","Допомога на догляд за інвалідом І чи II групи внаслідок психічного розладу",0.00,,,0.00,,,,,,,0.00,0,0.0,1,,,,
"090417","Витрати на поховання учасників бойових дій та інвалідів війни","737,300.00",,,0.00,,,,,,,"737,300.00",,"737,300.0",,,,,
"090601","Будинки-інтернати для малолітніх інвалідів","8,713,400.00","4,186,300.00","831,100.00","1,539,000.00","1,422,000.00",,,"117,000.00","20,000.00","20,000.00","10,252,400.00",,"10,252,400.0",,,,,
"090700","Утримання закладів, що надають соціальні послуги дітям, які опинились в складних життєвих обставинах","2,212,400.00","1,019,700.00","206,500.00","350,000.00",,,,"350,000.00","350,000.00","350,000.00","2,562,400.00",2562400,"2,562,400.0",,,,,
"090802","Інші  програми  соціального захисту дітей","238,000.00",,,0.00,,,,,,,"238,000.00",,"238,000.0",,,,,
"090901","Будинки-інтернати (пансіонати) для літніх людей та інвалідів системи соціального захисту","53,852,800.00","27,061,000.00","7,707,000.00","20,948,000.00","19,343,000.00",,"68,000.00","1,605,000.00","600,000.00","600,000.00","74,800,800.00",74800800,"74,800,800.0",1,,,,
91000,"Програми  і  заходи ",,,,0.0,,,,,,,0.0,,0.0,,,,,
,"з них на заходи щодо посилення захисту багатодітних сімей ",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
"091101","Утримання центрів соціальних служб для сім'ї, дітей та молоді","1,259,800.00","813,200.00","72,700.00","30,000.00","30,000.00",,,,,,"1,289,800.00",1289800,"1,289,800.0",1,,,,
,,,,,0.0,,,,,,,0.0,0,0.0,1,,,,
"091102","Програми і заходи центрів соціальних служб для сім'ї, дітей та молоді","106,500.00",,,0.00,,,,,,,"106,500.00",106500,"106,500.0",1,,,,
"091103","Соціальні програми і заходи державних органів у справах молоді","1,744,500.00",,,0.00,,,,,,,"1,744,500.00",1744500,"1,744,500.0",1,,,,
91104,"Соціальні програми і заходи державних органів у справах жінок",,,,0.0,,,,,,,0.0,,0.0,,,,,
91105,"Утримання клубів підлітків за місцем проживання",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
"091106","Інші видатки ","1,384,400.00","738,000.00","165,000.00","5,000.00","5,000.00",,,,,,"1,389,400.00",,"1,389,400.0",,,,,
"091108","Заходи з оздоровлення та відпочинку дітей, крім заходів з оздоровлення дітей, що здійснюються за рахунок коштів на оздоровлення громадян, які постраждали внаслідок Чорнобильської катастрофи","12,422,500.00",,,"550,000.00","550,000.00",,,,,,"12,972,500.00",12972500,"12,972,500.0",1,,,,
,"у тому числі: програма щодо посилення соціального захисту багатодітних сімей, що проживають на території Львівської області",,,,,,,,,,,0.0,,0.0,,,,,
91109,"Облаштування новостворюваних закладів, які надають соціальні послуги дітям та молоді",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
91201,"Будівництво житла та об'єктів інфраструктури для кримськотатарського народу та осіб інших національностей, які повертаються в Україну",,,,0.0,,,,,,,0.0,0,0.0,,,,,
"091203","Навчання та трудове влаштування інвалідів","9,216,500.00","4,098,400.00","954,900.00","90,000.00",,,,"90,000.00","90,000.00","90,000.00","9,306,500.00",9306500,"9,306,500.0",,,,,
"091206","Центри соціальної реабілітації дітей-інвалідів; центри професійної реабілітації інвалідів","2,255,700.00","884,400.00","38,000.00","140,000.00",,,,"140,000.00","140,000.00","140,000.00","2,395,700.00",2395700,"2,395,700.0",1,,,,
91207,"Пільги,       що       надаються населенню   (крім  ветеранів війни та праці)    по оплаті житлово-комунальних послуг і природного газу",,,,0.0,,,,,,,0.0,0,0.0,,,,,
"091209","Фінансова підтримка громадських організацій інвалідів і ветеранів","260,000.00",,,0.00,,,,,,,"260,000.00",,"260,000.0",,,,,
,"з них на: реалізацію Комплексної програми соціальної підтримки окремих категорій громадян",0.00,,,,,,,,,,0.00,,0.0,,,,,
91210,"Служба технічного нагляду за будівництвом та капітальним ремонтом",,,,0.0,,,,,,,0.0,0,0.0,,,,,
91209,"Фінансова підтримка громадських організацій інвалідів і ветеранів",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
,"з них на:",,,,,,,,,,,,,,,,,,
,"реалізацію Комплексної програми соціальної підтримки окремих категорій громадян Львівської області на 2011-2013 роки в частині надання фінансової підтримки громадським організаціям інвалідів, ветеранів та політичних в’язнів і репресованих, які мають статус обласних, для здійснення їх статутної діяльності",,,,,,,,,,,0.00,,0.0,,,,,
"091212","Обробка інформації з нарахування та виплати допомог і компенсацій ","1,642,100.00","946,000.00","45,200.00","80,000.00",,,,"80,000.00","80,000.00","80,000.00","1,722,100.00",1722100,"1,722,100.0",,,,,
"091214","Інші установи та заклади","600,000.00","273,100.00","8,400.00",0.00,,,,,,,"600,000.00",600000,"600,000.0",,,,,
"091303","Компенсаційні виплати інвалідам на бензин, ремонт, техобслуговування автотранспорту та транспортне обслуговування","731,800.00",,,0.00,,,,,,,"731,800.00",,"731,800.0",,,,,
"091304","Встановлення телефонів інвалідам І та ІІ груп","50,000.00",,,0.00,,,,,,,"50,000.00",50000,"50,000.0",1,,,,
91301,"Здійснення виплат, визначених Законом України ""Про реструктуризацію заборгованості з виплат, передбачених ст.57 Закону України ""Про освіту"" педагогічним, науково-педагогічним та іншим категоріям працівників навчальних закладів",,,,0.0,,,,,,,0.0,,0.0,,,,,
100000,"Житлово-комунальне господарство","300,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"300,000.00",300000,"300,000.0",1,,,,
100101,"Житлово-експлуатаційне господарство",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,1,,,,
100105,"Видатки на утримання об'єктiв соцiальної сфери підприємств, що передаються до комунальної власностi",,,,0.0,,,,,,,0.0,,0.0,,,,,
100201,"Тепловi мережi",,,,0.00,,,,0.00,0.00,0.00,0.00,,0.0,,,,,
100202,"Водопровiдно - каналiзацiйне господарство",,,,0.0,,,,,,,0.0,,0.0,,,,,
100203,"Благоустрiй мiст, сіл, селищ",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
100209,"Заходи, пов""язані з поліпшенням питної води","300,000.00",,,0.00,,,,,0.00,0.00,"300,000.00",,"300,000.0",,,,,
100302,"Комбінати комунальних підприємств, районні виробничі об""єднання та інші підприємства, установи та організації житлово-комунального господарства (видатки на утримання і обслуговування майна обласної комунальної власності)",,,,0.0,,,,,,,0.0,0,0.0,,,,,
100303,"Ремонтно-будівельні організації житлово-комунального господарства",,,,0.0,,,,,,,0.0,,0.0,,,,,
100400,"Підприємства і організації побутового обслуговування, що входять до комунальної власності",,,,0.0,,,,,,,0.0,,0.0,,,,,
100501,"Видатки на заходи щодо оплати громадянам електричної і теплової енергії, природного газу, твердого палива, послуг водопостачання і водовідведення, квартирної плати в рахунок часткової компенсації втрат від знецінення грошових заощаджень  ",,,,0.0,,,,,,,0.0,,0.0,,,,,
100601,"Погашення заборгованості минулих років з різниці в тарифах на теплову енергію, послуги з водопостачання та водовідведення, що постачалися населенню, яка виникла у зв'язкуз невідповідністю фактичної вартості теплової енергії, послуг з водопостачання та водовідведення тарифам, що затверджувалися органами державної влади чи органами місцевого самоврядування",,,,0.0,,,,,,,0.0,,0.0,,,,,
110000,"Культура і мистецтво","98,936,100.00","29,000,300.00","2,987,900.00","3,678,300.00","1,957,200.00","236,100.00","30,700.00","1,721,100.00","1,035,000.00","1,035,000.00","102,614,400.00",102614400,"102,614,400.0",,,,,
,"з них видатки пов""язані з заходами щодо енергозбереження",,,,0.0,,,,,,,0.0,,0.0,,,,,
,"з них  на:",,,,0.0,,,,,,,0.0,0,,,,,,
,"видатки з енергозбереження",,,,0.0,,,,,,,0.0,0,,,,,,
,"на реалізацію обласної цільової програми підготовки та проведення в Україні фінанльної частини чемпіонату Європи 2012 року з футболу",,,,0.0,,,,,,,0.0,,0.0,1,,,,
,"погашення кредиторської заборгованості за 2009 рік",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
110101,"Творчі спілки",,,,0.0,,,,,,,0.0,,0.0,,,,,
110102,"Театри","12,232,400.00",,,0.00,,,,,,,"12,232,400.00",,"12,232,400.0",,,,,
110103,"Філармонії, музичні колективи і ансамблі та інші мистецькі заклади та заходи","32,846,400.00",,,0.00,,,,,,,"32,846,400.00",,"32,846,400.0",,,,,
110104,"Видатки на заходи, передбачені державними і місцевими програмами розвитку культури і мистецтва","500,000.00",,,0.00,,,,0.00,0.00,0.00,"500,000.00",,"500,000.0",,,,,
